所管,組織,項コード,主要経費別分類コード,目的別分類コード,財政法公債金対象非対象別分類コード,経済性質別分類コード,使途別分類コード,目別分類コード,項名,目名,令和6年度要求額,前年度予算額(千円),比較増△減額(千円)
総務省,総務本省,027,95,199,2,72,5,16,統計調査費,政府開発援助国連アジア統計研修援助計画分担金,262859,252295,10564
総務省,総務本省,027,95,199,2,72,5,16,統計調査費,国際連合統計協力拠出金,17741,20225,-2484
総務省,総務本省,028,95,191,2,30,5,16,独立行政法人統計センター運営費,独立行政法人統計センター運営費交付金,8224131,7683927,540204
総務省,総務本省,029,95,199,2,12,5,14,政党助成費,政党助成事務委託費,23641,23641,0
総務省,総務本省,029,95,199,2,71,5,16,政党助成費,政党交付金,31536525,31536525,0
総務省,総務本省,030,95,030,2,13,5,16,国有提供施設等所在市町村助成交付金,国有提供施設等所在市町村助成交付金,29940000,29940000,0
総務省,総務本省,031,95,030,2,13,5,16,施設等所在市町村調整交付金,施設等所在市町村調整交付金,7600000,7600000,0
総務省,管区行政評価局,041,95,016,2,11,1,02,管区行政評価局共通費,職員基本給,3056865,2978792,78073
総務省,管区行政評価局,041,95,016,2,11,1,03,管区行政評価局共通費,職員諸手当,1705776,1655704,50072
総務省,管区行政評価局,041,95,016,2,11,1,04,管区行政評価局共通費,超過勤務手当,104129,106766,-2637
総務省,管区行政評価局,041,95,016,2,11,1,05,管区行政評価局共通費,非常勤職員手当,262647,250204,12443
総務省,管区行政評価局,041,95,016,2,11,1,05,管区行政評価局共通費,短時間勤務職員給与,406930,355716,51214
総務省,管区行政評価局,041,95,089,2,11,1,05,管区行政評価局共通費,児童手当,33575,26680,6895
総務省,管区行政評価局,041,95,016,2,12,9,06,管区行政評価局共通費,諸謝金,34,55,-21
総務省,管区行政評価局,041,95,016,2,12,2,08,管区行政評価局共通費,職員旅費,9002,9809,-807
総務省,管区行政評価局,041,95,016,2,12,2,08,管区行政評価局共通費,委員等旅費,160,160,0
総務省,管区行政評価局,041,95,016,2,12,3,09,管区行政評価局共通費,庁費,614991,613841,1150
総務省,管区行政評価局,041,95,016,2,12,3,09,管区行政評価局共通費,情報処理業務庁費,862,1678,-816
総務省,管区行政評価局,041,95,016,2,12,3,09,管区行政評価局共通費,移転費,10505,19522,-9017
総務省,管区行政評価局,041,95,016,2,12,3,09,管区行政評価局共通費,各所修繕,16104,25805,-9701
総務省,管区行政評価局,041,95,016,2,12,3,09,管区行政評価局共通費,公共施設等維持管理運営費,18055,17824,231
総務省,管区行政評価局,041,95,016,2,12,9,17,管区行政評価局共通費,交際費,415,815,-400
総務省,管区行政評価局,042,95,016,2,12,9,06,行政評価等実施費,諸謝金,28034,23498,4536
総務省,管区行政評価局,042,95,016,2,12,2,08,行政評価等実施費,職員旅費,75639,75639,0
総務省,管区行政評価局,042,95,016,2,12,2,08,行政評価等実施費,委員等旅費,4803,4803,0
総務省,管区行政評価局,042,95,016,2,12,3,09,行政評価等実施費,庁費,315933,315933,0
総務省,管区行政評価局,042,95,016,2,12,3,09,行政評価等実施費,情報処理業務庁費,53305,52274,1031
総務省,管区行政評価局,042,95,016,2,12,3,09,行政評価等実施費,行政評価等地域計画調査費,4477,4477,0
総務省,管区行政評価局,042,95,016,2,12,9,18,行政評価等実施費,行政相談委員実費弁償金,288478,287539,939
総務省,総合通信局,051,95,063,2,11,1,02,総合通信局共通費,職員基本給,4024302,4003593,20709
総務省,総合通信局,051,95,063,2,11,1,03,総合通信局共通費,職員諸手当,2014145,1988987,25158
総務省,総合通信局,051,95,063,2,11,1,04,総合通信局共通費,超過勤務手当,279220,284213,-4993
総務省,総合通信局,051,95,063,2,11,1,05,総合通信局共通費,短時間勤務職員給与,525705,318407,207298
総務省,総合通信局,051,95,089,2,11,1,05,総合通信局共通費,児童手当,28890,23880,5010
総務省,総合通信局,051,95,063,2,12,9,06,総合通信局共通費,諸謝金,525,525,0
総務省,総合通信局,051,95,063,2,12,2,08,総合通信局共通費,職員旅費,122601,103656,18945
総務省,総合通信局,051,95,063,2,12,2,08,総合通信局共通費,委員等旅費,498,498,0
総務省,総合通信局,051,95,063,2,12,3,09,総合通信局共通費,庁費,825646,789503,36143
総務省,総合通信局,051,95,063,2,12,3,09,総合通信局共通費,土地建物借料,29252,27774,1478
総務省,総合通信局,051,95,063,2,12,3,09,総合通信局共通費,各所修繕,11471,10793,678
総務省,総合通信局,051,95,199,2,13,3,09,総合通信局共通費,自動車重量税,73,100,-27
総務省,総合通信局,051,95,029,2,13,5,16,総合通信局共通費,国有資産所在市町村交付金,367,383,-16
総務省,総合通信局,051,95,063,2,12,9,17,総合通信局共通費,交際費,334,334,0
総務省,総合通信局,052,95,063,2,12,9,06,情報通信技術高度利活用等推進費,諸謝金,2670,2670,0
総務省,総合通信局,052,95,063,2,12,2,08,情報通信技術高度利活用等推進費,職員旅費,24958,24522,436
総務省,総合通信局,052,95,063,2,12,2,08,情報通信技術高度利活用等推進費,委員等旅費,1058,1058,0
総務省,総合通信局,052,95,063,2,12,3,09,情報通信技術高度利活用等推進費,庁費,33296,17300,15996
総務省,総合通信局,053,95,063,2,11,1,02,電波利用料財源電波監視等実施費,職員基本給,1154382,1065186,89196
総務省,総合通信局,053,95,063,2,11,1,03,電波利用料財源電波監視等実施費,職員諸手当,550300,515505,34795
総務省,総合通信局,053,95,063,2,11,1,04,電波利用料財源電波監視等実施費,超過勤務手当,102442,89371,13071
総務省,総合通信局,053,95,063,2,11,1,05,電波利用料財源電波監視等実施費,短時間勤務職員給与,47585,42579,5006
総務省,総合通信局,053,95,089,2,11,1,05,電波利用料財源電波監視等実施費,児童手当,9950,7410,2540
総務省,総合通信局,053,95,063,2,12,9,06,電波利用料財源電波監視等実施費,諸謝金,2657,2657,0
総務省,総合通信局,053,95,063,2,12,2,08,電波利用料財源電波監視等実施費,電波監視等業務旅費,94446,96244,-1798
総務省,総合通信局,053,95,063,2,12,2,08,電波利用料財源電波監視等実施費,委員等旅費,11,11,0
総務省,総合通信局,053,95,063,2,12,3,09,電波利用料財源電波監視等実施費,庁費,10557,8864,1693
総務省,総合通信局,053,95,063,2,12,3,09,電波利用料財源電波監視等実施費,電波監視等業務庁費,1264961,1110773,154188
総務省,総合通信局,053,95,063,2,12,3,09,電波利用料財源電波監視等実施費,通信専用料,12416,14587,-2171
総務省,総合通信局,053,95,063,2,12,3,09,電波利用料財源電波監視等実施費,土地建物借料,212434,189906,22528
総務省,総合通信局,053,95,063,2,12,3,09,電波利用料財源電波監視等実施費,各所修繕,28353,8118,20235
総務省,総合通信局,053,95,063,2,95,9,18,電波利用料財源電波監視等実施費,賠償償還及払戻金,20933,20933,0
総務省,公害等調整委員会,061,95,016,2,11,1,02,公害等調整委員会,職員基本給,277430,270787,6643
総務省,公害等調整委員会,061,95,016,2,11,1,03,公害等調整委員会,職員諸手当,148303,144766,3537
総務省,公害等調整委員会,061,95,016,2,11,1,04,公害等調整委員会,超過勤務手当,14231,15449,-1218
総務省,公害等調整委員会,061,95,016,2,11,1,05,公害等調整委員会,委員手当,7953,7489,464
総務省,公害等調整委員会,061,95,016,2,11,1,05,公害等調整委員会,短時間勤務職員給与,8914,8066,848
総務省,公害等調整委員会,061,95,089,2,11,1,05,公害等調整委員会,児童手当,1650,710,940
総務省,公害等調整委員会,061,95,016,2,12,9,06,公害等調整委員会,諸謝金,27019,27019,0
総務省,公害等調整委員会,061,95,016,2,12,2,08,公害等調整委員会,職員旅費,7394,7394,0
総務省,公害等調整委員会,061,95,016,2,12,2,08,公害等調整委員会,委員等旅費,4291,4291,0
総務省,公害等調整委員会,061,95,016,2,12,2,08,公害等調整委員会,参考人等旅費,152,152,0
総務省,公害等調整委員会,061,95,016,2,12,3,09,公害等調整委員会,庁費,63209,63318,-109
総務省,公害等調整委員会,061,95,016,2,12,3,09,公害等調整委員会,情報処理業務庁費,370,370,0
総務省,公害等調整委員会,061,95,016,2,20,3,09,公害等調整委員会,施設施工庁費,7764,0,7764
総務省,公害等調整委員会,061,95,016,2,12,3,09,公害等調整委員会,各所修繕,819,780,39
総務省,公害等調整委員会,061,95,199,2,13,3,09,公害等調整委員会,自動車重量税,70,0,70
総務省,公害等調整委員会,061,95,016,2,12,9,17,公害等調整委員会,交際費,93,93,0
総務省,消防庁,071,95,014,2,11,1,02,消防庁共通費,職員基本給,956797,913138,43659
総務省,消防庁,071,95,014,2,11,1,03,消防庁共通費,職員諸手当,535905,508765,27140
総務省,消防庁,071,95,014,2,11,1,04,消防庁共通費,超過勤務手当,179607,179986,-379
総務省,消防庁,071,95,014,2,11,1,05,消防庁共通費,委員手当,837,555,282
総務省,消防庁,071,95,014,2,11,1,05,消防庁共通費,短時間勤務職員給与,11878,3315,8563
総務省,消防庁,071,95,089,2,11,1,05,消防庁共通費,児童手当,17040,11370,5670
総務省,消防庁,071,95,014,2,12,9,06,消防庁共通費,諸謝金,14738,14939,-201
総務省,消防庁,071,95,014,2,95,9,07,消防庁共通費,報償費,59100,59100,0
総務省,消防庁,071,95,014,2,95,9,07,消防庁共通費,褒賞品費,13010,13010,0
総務省,消防庁,071,95,014,2,95,9,07,消防庁共通費,退職消防団員褒賞品費,87393,87393,0
総務省,消防庁,071,95,014,2,12,2,08,消防庁共通費,職員旅費,8267,8248,19
総務省,消防庁,071,95,014,2,12,2,08,消防庁共通費,委員等旅費,8236,9017,-781
総務省,消防庁,071,95,014,2,12,3,09,消防庁共通費,庁費,155428,149784,5644
総務省,消防庁,071,95,014,2,12,3,09,消防庁共通費,校費,304590,303681,909
総務省,消防庁,071,95,014,2,12,3,09,消防庁共通費,通信専用料,76,78,-2
総務省,消防庁,071,95,014,2,12,3,09,消防庁共通費,各所修繕,40065,49638,-9573
総務省,消防庁,071,95,199,2,13,3,09,消防庁共通費,自動車重量税,241,491,-250
総務省,消防庁,073,95,014,1,20,2,08,消防庁施設費,施設施工旅費,124,70,54
総務省,消防庁,073,95,014,1,20,3,09,消防庁施設費,施設施工庁費,957,1419,-462
総務省,消防庁,073,95,014,1,20,4,15,消防庁施設費,施設整備費,44000,202098,-158098
総務省,消防庁,072,95,014,2,12,9,06,消防防災体制等整備費,諸謝金,11067,10629,438
総務省,消防庁,072,13,014,2,20,9,06,消防防災体制等整備費,消防防災技術研究開発謝金,1491,1441,50
総務省,消防庁,072,95,014,2,95,9,07,消防防災体制等整備費,褒賞品費,11163,10708,455
総務省,消防庁,072,95,014,2,12,2,08,消防防災体制等整備費,職員旅費,45438,55329,-9891
総務省,消防庁,072,13,014,2,20,2,08,消防防災体制等整備費,消防防災技術研究開発業務旅費,15264,15061,203
総務省,消防庁,072,95,014,2,12,2,08,消防防災体制等整備費,委員等旅費,26465,23487,2978
総務省,消防庁,072,13,014,2,20,2,08,消防防災体制等整備費,消防防災技術研究開発委員等旅費,562,649,-87
総務省,消防庁,072,95,014,2,12,3,09,消防防災体制等整備費,校費,113680,56947,56733
総務省,消防庁,072,95,014,2,12,3,09,消防防災体制等整備費,消防防災等業務庁費,1533568,5836925,-4303357
総務省,消防庁,072,13,014,2,20,3,09,消防防災体制等整備費,消防防災技術研究開発業務庁費,350502,378478,-27976
総務省,消防庁,072,95,014,2,12,3,09,消防防災体制等整備費,情報処理業務庁費,214686,368991,-154305
総務省,消防庁,072,95,014,2,12,3,09,消防防災体制等整備費,消防防災通信維持費,165663,183253,-17590
総務省,消防庁,072,95,014,2,12,3,09,消防防災体制等整備費,通信専用料,17886,18100,-214
総務省,消防庁,072,95,199,2,13,3,09,消防防災体制等整備費,自動車重量税,137,129,8
総務省,消防庁,072,95,014,2,12,3,09,消防防災体制等整備費,招へい外国人滞在費,0,186,-186
総務省,消防庁,072,13,014,2,12,5,14,消防防災体制等整備費,消防防災技術研究開発委託費,136000,132688,3312
総務省,消防庁,072,95,014,2,20,4,15,消防防災体制等整備費,航空機購入費,0,3080000,-3080000
総務省,消防庁,072,95,014,2,82,5,16,消防防災体制等整備費,緊急消防援助隊設備整備費補助金,4985940,4985940,0
総務省,消防庁,072,95,014,1,82,5,16,消防防災体制等整備費,消防防災施設整備費補助金,1372376,1372376,0
総務省,消防庁,072,95,014,2,86,5,16,消防防災体制等整備費,消防・救急体制整備費補助金,0,610000,-610000
総務省,消防庁,072,95,014,2,82,5,16,消防防災体制等整備費,消防団設備整備費補助金,0,250000,-250000
総務省,消防庁,072,95,014,2,81,5,16,消防防災体制等整備費,国民保護訓練費負担金,117718,117711,7
総務省,消防庁,072,95,014,2,86,5,16,消防防災体制等整備費,緊急消防援助隊活動費負担金,10000,10000,0
法務省,法務本省,001,95,014,2,11,1,02,法務本省共通費,職員基本給,5257373,5103645,153728
法務省,法務本省,001,95,014,2,11,1,03,法務本省共通費,職員諸手当,2683424,2638619,44805
法務省,法務本省,001,95,014,2,11,1,04,法務本省共通費,超過勤務手当,881599,869869,11730
法務省,法務本省,001,95,014,2,11,1,05,法務本省共通費,委員手当,47938,51228,-3290
法務省,法務本省,001,95,014,2,11,1,05,法務本省共通費,非常勤職員手当,23898,16530,7368
法務省,法務本省,001,95,014,2,11,1,05,法務本省共通費,休職者給与,1065138,938178,126960
法務省,法務本省,001,95,014,2,11,1,05,法務本省共通費,国際機関等派遣職員給与,220929,99422,121507
法務省,法務本省,001,95,014,2,15,1,05,法務本省共通費,公務災害補償費,476998,634898,-157900
法務省,法務本省,001,95,014,2,11,1,05,法務本省共通費,退職手当,31936193,20916079,11020114
法務省,法務本省,001,95,089,2,11,1,05,法務本省共通費,児童手当,60890,53210,7680
法務省,法務本省,001,95,014,2,12,9,06,法務本省共通費,諸謝金,38415,37587,828
法務省,法務本省,001,95,014,2,95,9,07,法務本省共通費,報償費,1691,1691,0
法務省,法務本省,001,95,014,2,12,2,08,法務本省共通費,職員旅費,252007,243208,8799
法務省,法務本省,001,95,014,2,12,2,08,法務本省共通費,外国留学旅費,69426,78948,-9522
法務省,法務本省,001,95,014,2,12,2,08,法務本省共通費,赴任旅費,15225,14935,290
法務省,法務本省,001,95,014,2,12,2,08,法務本省共通費,委員等旅費,6635,6423,212
法務省,法務本省,001,95,014,2,12,2,08,法務本省共通費,外国人招へい旅費,7224,3784,3440
法務省,法務本省,001,95,014,2,12,2,08,法務本省共通費,参考人等旅費,62,62,0
法務省,法務本省,001,95,014,2,12,3,09,法務本省共通費,庁費,1442681,1600253,-157572
法務省,法務本省,001,95,014,2,12,3,09,法務本省共通費,情報処理業務庁費,379971,294970,85001
法務省,法務本省,001,95,014,2,12,3,09,法務本省共通費,国会図書館支部庁費,3538,3538,0
法務省,法務本省,001,95,014,2,12,3,09,法務本省共通費,司法国際化業務庁費,340719,636413,-295694
法務省,法務本省,001,95,014,2,12,3,09,法務本省共通費,招へい外国人滞在費,151,139,12
法務省,法務本省,001,95,014,2,12,3,09,法務本省共通費,各所修繕,1328738,1300651,28087
法務省,法務本省,001,95,199,2,13,3,09,法務本省共通費,自動車重量税,396,218,178
法務省,法務本省,001,95,014,2,11,5,16,法務本省共通費,国家公務員共済組合負担金,64984985,63160748,1824237
法務省,法務本省,001,95,014,2,11,5,16,法務本省共通費,基礎年金等国家公務員共済組合負担金,16461570,16426761,34809
法務省,法務本省,001,95,014,2,11,5,16,法務本省共通費,育児休業手当金国家公務員共済組合負担金,152873,16498,136375
法務省,法務本省,001,95,029,2,13,5,16,法務本省共通費,国有資産所在市町村交付金,202976,188200,14776
法務省,法務本省,001,95,014,2,72,5,16,法務本省共通費,国際私法会議等分担金,84591,74989,9602
法務省,法務本省,001,95,014,2,72,5,16,法務本省共通費,政府開発援助国際連合薬物犯罪事務所拠出金,89038,69569,19469
法務省,法務本省,001,95,014,2,72,5,16,法務本省共通費,国際機関拠出金,151992,133113,18879
法務省,法務本省,001,95,014,2,12,9,17,法務本省共通費,交際費,1989,1989,0
法務省,法務本省,001,95,014,2,95,9,18,法務本省共通費,賠償償還及払戻金,418900,418500,400
法務省,法務本省,002,95,014,2,12,9,06,基本法制整備費,諸謝金,3618,3618,0
法務省,法務本省,002,95,014,2,12,2,08,基本法制整備費,職員旅費,10470,11206,-736
法務省,法務本省,002,95,014,2,12,2,08,基本法制整備費,委員等旅費,924,924,0
法務省,法務本省,002,95,014,2,12,3,09,基本法制整備費,庁費,114124,121704,-7580
法務省,法務本省,003,95,014,2,11,1,05,司法制度改革推進費,委員手当,59425,64265,-4840
法務省,法務本省,003,95,014,2,12,9,06,司法制度改革推進費,諸謝金,139197,133397,5800
法務省,法務本省,003,95,014,2,12,2,08,司法制度改革推進費,職員旅費,14506,10583,3923
法務省,法務本省,003,95,014,2,12,2,08,司法制度改革推進費,委員等旅費,23965,23293,672
法務省,法務本省,003,95,014,2,12,3,09,司法制度改革推進費,庁費,15313,36658,-21345
法務省,法務本省,003,95,014,2,12,3,09,司法制度改革推進費,情報処理業務庁費,3765,3350,415
法務省,法務本省,003,95,014,2,12,3,09,司法制度改革推進費,司法試験業務庁費,595443,701713,-106270
法務省,法務本省,003,95,014,2,12,5,14,司法制度改革推進費,国選弁護人確保業務等委託費,16526493,17169083,-642590
法務省,法務本省,003,95,014,2,12,5,14,司法制度改革推進費,国際仲裁活性化委託費,10991,69943,-58952
法務省,法務本省,004,95,014,2,40,5,16,日本司法支援センター運営費,日本司法支援センター運営費交付金,16009774,17142123,-1132349
法務省,法務本省,015,95,014,2,12,9,06,再犯防止等企画調整推進費,諸謝金,1858,1858,0
法務省,法務本省,015,95,014,2,12,2,08,再犯防止等企画調整推進費,職員旅費,3208,3208,0
法務省,法務本省,015,95,014,2,12,3,09,再犯防止等企画調整推進費,庁費,21665,21665,0
法務省,法務本省,015,95,014,2,12,3,09,再犯防止等企画調整推進費,再犯防止等推進業務庁費,8674,37619,-28945
法務省,法務本省,015,95,014,2,81,5,16,再犯防止等企画調整推進費,地域再犯防止等推進事業交付金,55500,49500,6000
法務省,法務本省,005,95,014,2,12,9,06,検察企画調整費,諸謝金,135,1845,-1710
法務省,法務本省,005,95,014,2,95,9,06,検察企画調整費,証人等被害給付金,100,100,0
法務省,法務本省,005,95,014,2,12,2,08,検察企画調整費,職員旅費,6903,14702,-7799
法務省,法務本省,005,95,014,2,12,2,08,検察企画調整費,外国人招へい旅費,1849,1822,27
法務省,法務本省,005,95,014,2,12,3,09,検察企画調整費,庁費,37609,37389,220
法務省,法務本省,005,95,014,2,12,3,09,検察企画調整費,招へい外国人滞在費,89,89,0
法務省,法務本省,005,95,014,2,12,3,09,検察企画調整費,調査活動費,1546,1546,0
法務省,法務本省,006,95,014,2,11,1,05,矯正企画調整費,委員手当,70423,65455,4968
法務省,法務本省,006,95,014,2,12,9,06,矯正企画調整費,諸謝金,4929,4263,666
法務省,法務本省,006,95,014,2,95,9,07,矯正企画調整費,褒賞品費,977,977,0
法務省,法務本省,006,95,014,2,12,2,08,矯正企画調整費,職員旅費,6964,4355,2609
法務省,法務本省,006,95,014,2,12,2,08,矯正企画調整費,委員等旅費,4889,4550,339
法務省,法務本省,006,95,014,2,12,3,09,矯正企画調整費,庁費,15070,14176,894
法務省,法務本省,006,95,014,2,12,3,09,矯正企画調整費,民間資金等活用事業調査費,38658,65685,-27027
法務省,法務本省,006,95,014,2,95,9,23,矯正企画調整費,貸費生貸与金,7200,7200,0
法務省,法務本省,007,95,014,2,12,9,06,更生保護企画調整推進費,諸謝金,1763,2131,-368
法務省,法務本省,007,95,014,2,95,9,07,更生保護企画調整推進費,褒賞品費,8813,5011,3802
法務省,法務本省,007,95,014,2,12,2,08,更生保護企画調整推進費,職員旅費,5584,7058,-1474
法務省,法務本省,007,95,014,2,12,2,08,更生保護企画調整推進費,委員等旅費,1268,1924,-656
法務省,法務本省,007,95,014,2,12,2,08,更生保護企画調整推進費,外国人招へい旅費,0,4157,-4157
法務省,法務本省,007,95,014,2,12,3,09,更生保護企画調整推進費,庁費,19994,18058,1936
法務省,法務本省,007,95,014,2,12,3,09,更生保護企画調整推進費,招へい外国人滞在費,0,518,-518
法務省,法務本省,007,95,014,1,92,5,16,更生保護企画調整推進費,更生保護施設整備費補助金,27180,474060,-446880
法務省,法務本省,007,95,014,2,92,5,16,更生保護企画調整推進費,更生保護事業費補助金,27176,27176,0
法務省,法務本省,008,95,014,2,12,2,08,債権管理回収業審査監督費,職員旅費,313,313,0
法務省,法務本省,008,95,014,2,12,2,08,債権管理回収業審査監督費,債権回収会社検査旅費,3729,3729,0
法務省,法務本省,008,95,014,2,12,3,09,債権管理回収業審査監督費,庁費,6473,6263,210
法務省,法務本省,009,95,014,2,12,5,14,人権擁護推進費,人権啓発活動等委託費,1136809,1218197,-81388
法務省,法務本省,009,95,014,2,71,5,16,人権擁護推進費,人権啓発活動等補助金,42468,42468,0
法務省,法務本省,010,95,191,2,12,9,06,訟務費,諸謝金,271936,252405,19531
法務省,法務本省,010,95,191,2,12,2,08,訟務費,訟務旅費,106082,115078,-8996
法務省,法務本省,010,95,191,2,12,2,08,訟務費,委員等旅費,6831,6831,0
法務省,法務本省,010,95,191,2,12,3,09,訟務費,訟務庁費,641637,650840,-9203
法務省,法務本省,010,95,191,2,12,3,09,訟務費,訴訟用印紙類購入費,67285,67285,0
法務省,法務本省,010,95,191,2,95,9,18,訟務費,賠償償還及払戻金,33500,33500,0
法務省,法務本省,010,95,191,2,95,9,19,訟務費,保証金,600000,600000,0
法務省,法務本省,012,95,014,1,20,2,08,法務省施設費,施設施工旅費,41796,55424,-13628
法務省,法務本省,012,95,014,1,20,3,09,法務省施設費,施設施工庁費,61472,69968,-8496
法務省,法務本省,012,95,014,1,20,4,15,法務省施設費,施設整備費,20017335,25184053,-5166718
法務省,法務本省,012,95,014,1,20,4,15,法務省施設費,不動産購入費,2189258,2189204,54
法務省,法務本省,013,95,014,2,12,3,09,法務行政情報化推進費,情報処理業務庁費,388205,409567,-21362
法務省,法務総合研究所,021,95,014,2,11,1,02,法務総合研究所共通費,職員基本給,519611,515485,4126
法務省,法務総合研究所,021,95,014,2,11,1,03,法務総合研究所共通費,職員諸手当,265093,260692,4401
法務省,法務総合研究所,021,95,014,2,11,1,04,法務総合研究所共通費,超過勤務手当,27213,26986,227
法務省,法務総合研究所,021,95,014,2,11,1,05,法務総合研究所共通費,非常勤職員手当,12366,2959,9407
法務省,法務総合研究所,021,95,089,2,11,1,05,法務総合研究所共通費,児童手当,5150,4390,760
法務省,法務総合研究所,021,95,014,2,12,9,06,法務総合研究所共通費,諸謝金,14541,14627,-86
法務省,法務総合研究所,021,95,014,2,12,2,08,法務総合研究所共通費,職員旅費,208560,193116,15444
法務省,法務総合研究所,021,95,014,2,12,2,08,法務総合研究所共通費,赴任旅費,3941,4329,-388
法務省,法務総合研究所,021,95,014,2,12,3,09,法務総合研究所共通費,庁費,519774,608731,-88957
法務省,法務総合研究所,021,95,014,2,12,3,09,法務総合研究所共通費,研修所庁費,138585,241757,-103172
法務省,法務総合研究所,021,95,014,2,12,3,09,法務総合研究所共通費,情報処理業務庁費,6690,6737,-47
法務省,法務総合研究所,021,95,014,2,12,3,09,法務総合研究所共通費,公共施設等維持管理運営費,88063,85411,2652
法務省,法務総合研究所,021,95,199,2,13,3,09,法務総合研究所共通費,自動車重量税,20,0,20
法務省,法務総合研究所,021,95,014,2,12,9,17,法務総合研究所共通費,交際費,253,253,0
法務省,法務総合研究所,022,95,014,2,20,9,06,法務調査研究費,諸謝金,2178,3410,-1232
法務省,法務総合研究所,022,95,014,2,20,2,08,法務調査研究費,職員旅費,3400,4294,-894
法務省,法務総合研究所,022,95,014,2,20,2,08,法務調査研究費,委員等旅費,72,72,0
法務省,法務総合研究所,022,95,014,2,20,3,09,法務調査研究費,試験研究費,38444,65903,-27459
法務省,法務総合研究所,023,95,014,2,12,9,06,国際協力推進費,政府開発援助諸謝金,40179,46029,-5850
法務省,法務総合研究所,023,95,014,2,12,2,08,国際協力推進費,政府開発援助職員旅費,57462,62277,-4815
法務省,法務総合研究所,023,95,014,2,12,2,08,国際協力推進費,政府開発援助研修生旅費,5835,9345,-3510
法務省,法務総合研究所,023,95,014,2,12,2,08,国際協力推進費,政府開発援助外国人招へい旅費,35796,52190,-16394
法務省,法務総合研究所,023,95,014,2,12,3,09,国際協力推進費,政府開発援助庁費,104702,76942,27760
法務省,法務総合研究所,023,95,014,2,12,3,09,国際協力推進費,政府開発援助情報処理業務庁費,981,981,0
法務省,法務総合研究所,023,95,014,2,12,3,09,国際協力推進費,政府開発援助招へい外国人滞在費,10299,10231,68
法務省,法務総合研究所,023,95,014,2,72,5,16,国際協力推進費,政府開発援助国際機関等拠出金,19900,17528,2372
法務省,検察庁,031,95,014,2,11,1,02,検察官署共通費,職員基本給,64147024,63510534,636490
法務省,検察庁,031,95,014,2,11,1,03,検察官署共通費,職員諸手当,32766445,31207774,1558671
法務省,検察庁,031,95,014,2,11,1,04,検察官署共通費,超過勤務手当,2420324,2393250,27074
法務省,検察庁,031,95,014,2,11,1,05,検察官署共通費,短時間勤務職員給与,2572486,2192212,380274
法務省,検察庁,031,95,089,2,11,1,05,検察官署共通費,児童手当,630145,518905,111240
法務省,検察庁,031,95,014,2,12,2,08,検察官署共通費,職員旅費,5080,5021,59
法務省,検察庁,031,95,014,2,12,2,08,検察官署共通費,赴任旅費,390048,390048,0
法務省,検察庁,031,95,014,2,12,3,09,検察官署共通費,庁費,5269629,5554907,-285278
法務省,検察庁,031,95,014,2,12,3,09,検察官署共通費,情報処理業務庁費,52428,53938,-1510
法務省,検察庁,031,95,014,2,12,3,09,検察官署共通費,土地建物借料,30606,33392,-2786
法務省,検察庁,031,95,014,2,12,3,09,検察官署共通費,公共施設等維持管理運営費,27047,27283,-236
法務省,検察庁,031,95,199,2,13,3,09,検察官署共通費,自動車重量税,3097,2620,477
法務省,検察庁,031,95,014,2,12,3,09,検察官署共通費,庁舎等撤去費,0,299134,-299134
法務省,検察庁,031,95,029,2,13,5,16,検察官署共通費,国有資産所在市町村交付金,15316,16358,-1042
法務省,検察庁,031,95,014,2,12,9,17,検察官署共通費,交際費,3541,3541,0
法務省,検察庁,032,95,014,2,12,9,06,検察費,諸謝金,955053,960196,-5143
法務省,検察庁,032,95,014,2,12,2,08,検察費,検察旅費,527981,526404,1577
法務省,検察庁,032,95,014,2,12,2,08,検察費,参考人等旅費,265083,263382,1701
法務省,検察庁,032,95,014,2,12,2,08,検察費,選挙取締旅費,0,2347,-2347
法務省,検察庁,032,95,014,2,12,3,09,検察費,検察業務庁費,3458767,3855222,-396455
法務省,検察庁,032,95,014,2,12,3,09,検察費,選挙取締庁費,0,3801,-3801
法務省,検察庁,032,95,014,2,95,9,19,検察費,予納金,200,200,0
法務省,検察庁,032,95,014,2,95,9,20,検察費,刑事補償金,1682,1682,0
法務省,検察庁,033,95,014,2,12,9,06,検察運営費,諸謝金,7320,7329,-9
法務省,検察庁,033,95,014,2,95,9,07,検察運営費,報償費,5100,5100,0
法務省,検察庁,033,95,014,2,12,2,08,検察運営費,職員旅費,107204,139813,-32609
法務省,検察庁,033,95,014,2,12,2,08,検察運営費,委員等旅費,1335,1335,0
法務省,検察庁,033,95,014,2,12,2,08,検察運営費,司法警察職員修習旅費,3955,3955,0
法務省,検察庁,033,95,014,2,12,2,08,検察運営費,司法修習生旅費,4638,3907,731
法務省,検察庁,033,95,014,2,12,3,09,検察運営費,検察業務庁費,1167986,828232,339754
法務省,検察庁,033,95,014,2,12,3,09,検察運営費,調査活動費,40370,40370,0
法務省,矯正官署,041,95,014,2,11,1,02,矯正官署共通費,職員基本給,99159380,98312998,846382
法務省,矯正官署,041,95,014,2,11,1,03,矯正官署共通費,職員諸手当,46132607,45975438,157169
法務省,矯正官署,041,95,014,2,11,1,04,矯正官署共通費,超過勤務手当,17989646,18819639,-829993
法務省,矯正官署,041,95,014,2,11,1,05,矯正官署共通費,非常勤職員手当,1176095,1076512,99583
