主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,平成30年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
農林水産省,5,3,04,05,雑収入,諸収入,公共事業費負担金,特定漁港漁場整備事業費負担金,3979219,3756732,222487
農林水産省,5,3,04,06,雑収入,諸収入,公共事業費負担金,農業用施設災害復旧事業費負担金,18789,88410,-69621
農林水産省,5,3,04,14,雑収入,諸収入,公共事業費負担金,直轄地すべり防止施設災害復旧費負担金,4252,4252,0
農林水産省,5,3,04,22,雑収入,諸収入,公共事業費負担金,海岸保全施設災害復旧事業費負担金,5000,275352,-270352
農林水産省,5,3,04,10,雑収入,諸収入,公共事業費負担金,治山災害復旧事業費負担金,49469,49306,163
農林水産省,5,3,04,16,雑収入,諸収入,公共事業費負担金,漁港災害復旧事業費負担金,16090,16090,0
農林水産省,5,3,04,15,雑収入,諸収入,公共事業費負担金,直轄地すべり対策災害関連緊急事業費負担金,3742,3598,144
農林水産省,5,3,04,12,雑収入,諸収入,公共事業費負担金,治山等災害関連緊急事業費負担金,17439,17439,0
農林水産省,5,3,32,01,雑収入,諸収入,東日本大震災復興公共事業費負担金,土地改良事業費負担金,19598,115533,-95935
農林水産省,5,3,32,06,雑収入,諸収入,東日本大震災復興公共事業費負担金,農業用施設災害復旧事業費負担金,0,51415,-51415
農林水産省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,3725,2352,1373
農林水産省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,211,211,0
農林水産省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,115,115,0
農林水産省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,729,729,0
農林水産省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,2826564,2707451,119113
農林水産省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,40221,47363,-7142
農林水産省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,205184,140771,64413
農林水産省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,21126782,24896150,-3769368
農林水産省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,955,1549,-594
農林水産省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,175980,181823,-5843
農林水産省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,15155,17341,-2186
農林水産省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,8,5,3
農林水産省,5,3,99,04,雑収入,諸収入,雑入,延滞金,19253,23969,-4716
農林水産省,5,3,99,99,雑収入,諸収入,雑入,雑収,3285586,1826697,1458889
経済産業省,4,2,01,03,政府資産整理収入,回収金等収入,特別会計整理収入,貿易特別会計整理収入,107,107,0
経済産業省,4,2,01,04,政府資産整理収入,回収金等収入,特別会計整理収入,米国対日援助物資等処理特別会計整理収入,12,12,0
経済産業省,4,2,03,25,政府資産整理収入,回収金等収入,貸付金等回収金収入,小規模企業者等設備導入資金貸付金償還金,4472456,4948539,-476083
経済産業省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,48630,45050,3580
経済産業省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,160735,175310,-14575
経済産業省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,13231,11471,1760
経済産業省,5,2,10,01,雑収入,納付金,特定アルコール譲渡者納付金,特定アルコール譲渡者納付金,8897420,8946240,-48820
経済産業省,5,2,03,63,雑収入,納付金,雑納付金,独立行政法人製品評価技術基盤機構納付金,105446,83758,21688
経済産業省,5,2,03,76,雑収入,納付金,雑納付金,国立研究開発法人新エネルギー・産業技術総合開発機構納付金,2396519,0,2396519
経済産業省,5,2,03,77,雑収入,納付金,雑納付金,独立行政法人情報処理推進機構納付金,265411,0,265411
経済産業省,5,2,03,78,雑収入,納付金,雑納付金,独立行政法人石油天然ガス・金属鉱物資源機構納付金,453074,0,453074
経済産業省,5,3,21,01,雑収入,諸収入,東日本大震災復興エネルギー対策特別会計受入金,エネルギー対策特別会計受入金,633,369104,-368471
経済産業省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1060,5507,-4447
経済産業省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,8740,8469,271
経済産業省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,1621183,1545675,75508
経済産業省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,202716,224155,-21439
経済産業省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,5036,6981,-1945
経済産業省,5,3,99,04,雑収入,諸収入,雑入,延滞金,4390,3501,889
経済産業省,5,3,99,99,雑収入,諸収入,雑入,雑収,682138,1801360,-1119222
国土交通省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,11870,26690,-14820
国土交通省,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,108868,0,108868
国土交通省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,37774169,35555423,2218746
国土交通省,4,2,03,35,政府資産整理収入,回収金等収入,貸付金等回収金収入,都市開発資金貸付金償還金,12855185,11452841,1402344
国土交通省,4,2,03,39,政府資産整理収入,回収金等収入,貸付金等回収金収入,有料道路整備資金貸付金償還金,19058814,20309120,-1250306
国土交通省,4,2,03,40,政府資産整理収入,回収金等収入,貸付金等回収金収入,連続立体交差事業資金貸付金償還金,9999,8999,1000
国土交通省,4,2,03,41,政府資産整理収入,回収金等収入,貸付金等回収金収入,埠頭整備資金貸付金償還金,3138521,3705834,-567313
国土交通省,4,2,03,42,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾開発資金貸付金償還金,239143,234788,4355
国土交通省,4,2,03,43,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾物流高度化基盤施設整備資金貸付金償還金,12408,12408,0
国土交通省,4,2,03,29,政府資産整理収入,回収金等収入,貸付金等回収金収入,成田国際空港株式会社貸付金償還金,0,645973,-645973
国土交通省,4,2,04,01,政府資産整理収入,回収金等収入,東日本大震災復興貸付金等回収金収入,埠頭災害復旧事業資金貸付金償還金,7392,7392,0
国土交通省,4,2,04,02,政府資産整理収入,回収金等収入,東日本大震災復興貸付金等回収金収入,空港機能施設災害復旧事業資金貸付金償還金,209066,209076,-10
国土交通省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,264634,250791,13843
国土交通省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,698810,659087,39723
国土交通省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,2157770,1984028,173742
国土交通省,5,1,01,04,雑収入,国有財産利用収入,国有財産貸付収入,機械貸付料,7386,7034,352
国土交通省,5,1,01,06,雑収入,国有財産利用収入,国有財産貸付収入,港湾施設貸付料,808490,780315,28175
国土交通省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,234073,253882,-19809
国土交通省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,2806525,2101159,705366
国土交通省,5,1,02,06,雑収入,国有財産利用収入,国有財産使用収入,電子情報処理組織使用料収入,145451,203000,-57549
国土交通省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,36,36,0
国土交通省,5,1,04,06,雑収入,国有財産利用収入,利子収入,都市開発資金貸付金利子収入,43150,61689,-18539
国土交通省,5,2,11,01,雑収入,納付金,特定タンカー所有者納付金,特定タンカー所有者納付金,195391,203637,-8246
国土交通省,5,2,03,85,雑収入,納付金,雑納付金,独立行政法人鉄道建設・運輸施設整備支援機構納付金,100921,0,100921
国土交通省,5,2,03,86,雑収入,納付金,雑納付金,独立行政法人国際観光振興機構納付金,226132,0,226132
国土交通省,5,2,03,89,雑収入,納付金,雑納付金,独立行政法人日本高速道路保有・債務返済機構納付金,26879,0,26879
国土交通省,5,2,03,45,雑収入,納付金,雑納付金,独立行政法人住宅金融支援機構納付金,0,9779002,-9779002
国土交通省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,5182953,5396679,-213726
国土交通省,5,3,04,29,雑収入,諸収入,公共事業費負担金,河川等整備事業費負担金,119574636,122024641,-2450005
国土交通省,5,3,04,30,雑収入,諸収入,公共事業費負担金,多目的ダム建設等事業電気事業者等工事費負担金,39556574,34704893,4851681
国土交通省,5,3,04,27,雑収入,諸収入,公共事業費負担金,道路整備事業費負担金,295796000,292853000,2943000
国土交通省,5,3,04,25,雑収入,諸収入,公共事業費負担金,港湾整備事業費負担金,57370504,56819613,550891
国土交通省,5,3,04,31,雑収入,諸収入,公共事業費負担金,エネルギー・鉄鋼港湾施設工事受益者工事費負担金,475000,475000,0
国土交通省,5,3,04,11,雑収入,諸収入,公共事業費負担金,国営公園整備事業費負担金,864938,898068,-33130
国土交通省,5,3,04,07,雑収入,諸収入,公共事業費負担金,河川等災害復旧事業費負担金,8113822,7116875,996947
国土交通省,5,3,04,08,雑収入,諸収入,公共事業費負担金,河川等災害関連事業費負担金,1498282,1498282,0
国土交通省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1192243,1142714,49529
国土交通省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,4893078,4934570,-41492
国土交通省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,1127,915,212
国土交通省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,1414,1419,-5
国土交通省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,64784083,54878018,9906065
国土交通省,5,3,07,05,雑収入,諸収入,受託調査試験及役務収入,測量標移転改埋費受入,202,305,-103
国土交通省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,55156,45672,9484
国土交通省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,3594940,2789379,805561
国土交通省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,30259190,21106675,9152515
国土交通省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,4371,4448,-77
国土交通省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,2158611,2605238,-446627
国土交通省,5,3,25,01,雑収入,諸収入,附帯工事費負担金,附帯工事費負担金,18088000,20613000,-2525000
国土交通省,5,3,25,02,雑収入,諸収入,附帯工事費負担金,道路附属物等復旧費負担金,1875000,1816000,59000
国土交通省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,29518,35529,-6011
国土交通省,5,3,99,04,雑収入,諸収入,雑入,延滞金,59304,56997,2307
国土交通省,5,3,99,99,雑収入,諸収入,雑入,雑収,11864476,13701004,-1836528
環境省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,533414,519870,13544
環境省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,60383,57551,2832
環境省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,17081,13853,3228
環境省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,290567,237201,53366
環境省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,2194,3268,-1074
環境省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,973894,1451619,-477725
環境省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,53,172,-119
環境省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,1632,2304,-672
環境省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1311,953,358
環境省,5,3,99,99,雑収入,諸収入,雑入,雑収,42545,35833,6712
防衛省,3,2,01,02,官業益金及官業収入,官業収入,病院収入,防衛省病院収入,15663975,14860232,803743
防衛省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,179489,263958,-84469
防衛省,4,2,03,12,政府資産整理収入,回収金等収入,貸付金等回収金収入,自衛隊衛生貸費学生等貸与金償還金,471061,511846,-40785
防衛省,4,2,05,01,政府資産整理収入,回収金等収入,事故補償費返還金,在日合衆国軍事故補償費返還金,63484,65800,-2316
防衛省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,883739,851038,32701
防衛省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1125628,651108,474520
防衛省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,6662373,6775576,-113203
防衛省,5,1,02,02,雑収入,国有財産利用収入,国有財産使用収入,寄宿料,119,115,4
防衛省,5,1,02,04,雑収入,国有財産利用収入,国有財産使用収入,飛行場及航空保安施設使用料収入,1457,1248,209
防衛省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,0,2147,-2147
防衛省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1379,1516,-137
防衛省,5,2,03,19,雑収入,納付金,雑納付金,独立行政法人駐留軍等労働者労務管理機構納付金,72848,96057,-23209
防衛省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,4728,5296,-568
防衛省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,710,1062,-352
防衛省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,11915,14074,-2159
防衛省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,2937015,2452382,484633
防衛省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,15699477,16461809,-762332
防衛省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,2595839,3038617,-442778
防衛省,5,3,11,05,雑収入,諸収入,物品売払収入,返還物品売払代,250500,271485,-20985
防衛省,5,3,11,06,雑収入,諸収入,物品売払収入,残飯売払代,339,535,-196
防衛省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,28981,34718,-5737
防衛省,5,3,99,04,雑収入,諸収入,雑入,延滞金,62680,68630,-5950
防衛省,5,3,99,07,雑収入,諸収入,雑入,給食費受入,2245287,2260793,-15506
防衛省,5,3,99,99,雑収入,諸収入,雑入,雑収,790913,808163,-17250
防衛省,5,3,99,03,雑収入,諸収入,雑入,小切手支払未済金収入,0,6,-6
