主管,部コード,款コード,項コード,目コード,部名,款名,項名,目名,令和5年度予算額(千円),前年度予算額(千円),比較増△減額(千円)
農林水産省,5,3,04,16,雑収入,諸収入,公共事業費負担金,漁港災害復旧事業費負担金,16324,16324,0
農林水産省,5,3,04,15,雑収入,諸収入,公共事業費負担金,直轄地すべり対策災害関連緊急事業費負担金,5474,3602,1872
農林水産省,5,3,04,12,雑収入,諸収入,公共事業費負担金,治山等災害関連緊急事業費負担金,18260,18260,0
農林水産省,5,3,32,01,雑収入,諸収入,東日本大震災復興公共事業費負担金,土地改良事業費負担金,3224,13560,-10336
農林水産省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,124615,57219,67396
農林水産省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,207,215,-8
農林水産省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,116,116,0
農林水産省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,729,729,0
農林水産省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,5766122,5701243,64879
農林水産省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,5165,16222,-11057
農林水産省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,86668,73570,13098
農林水産省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,19596308,16952649,2643659
農林水産省,5,3,11,01,雑収入,諸収入,物品売払収入,試験場製品等売払代,740,770,-30
農林水産省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,212380,198698,13682
農林水産省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,60805,33386,27419
農林水産省,5,3,99,04,雑収入,諸収入,雑入,延滞金,15308,32887,-17579
農林水産省,5,3,99,99,雑収入,諸収入,雑入,雑収,1710054,1728659,-18605
経済産業省,4,2,01,03,政府資産整理収入,回収金等収入,特別会計整理収入,貿易特別会計整理収入,123,121,2
経済産業省,4,2,01,04,政府資産整理収入,回収金等収入,特別会計整理収入,米国対日援助物資等処理特別会計整理収入,12,12,0
経済産業省,4,2,03,25,政府資産整理収入,回収金等収入,貸付金等回収金収入,小規模企業者等設備導入資金貸付金償還金,637287,1355878,-718591
経済産業省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,59084,59187,-103
経済産業省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,128747,182353,-53606
経済産業省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,8533,9868,-1335
経済産業省,5,2,10,01,雑収入,納付金,特定アルコール譲渡者納付金,特定アルコール譲渡者納付金,10520180,10621930,-101750
経済産業省,5,2,03,63,雑収入,納付金,雑納付金,独立行政法人製品評価技術基盤機構納付金,11077,38776,-27699
経済産業省,5,2,03,76,雑収入,納付金,雑納付金,国立研究開発法人新エネルギー・産業技術総合開発機構納付金,613995,0,613995
経済産業省,5,2,03,70,雑収入,納付金,雑納付金,独立行政法人日本貿易振興機構納付金,3588527,0,3588527
経済産業省,5,2,03,77,雑収入,納付金,雑納付金,独立行政法人情報処理推進機構納付金,5782291,0,5782291
経済産業省,5,2,03,78,雑収入,納付金,雑納付金,独立行政法人エネルギー・金属鉱物資源機構納付金,1192426,0,1192426
経済産業省,5,2,03,84,雑収入,納付金,雑納付金,独立行政法人水資源機構納付金,0,2235,-2235
経済産業省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,160,316,-156
経済産業省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,4430,7446,-3016
経済産業省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,10978751,17663963,-6685212
経済産業省,5,3,35,01,雑収入,諸収入,防衛力強化弁償及返納金,返納金,235013000,0,235013000
経済産業省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,99693,139050,-39357
経済産業省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,11798,7410,4388
経済産業省,5,3,99,04,雑収入,諸収入,雑入,延滞金,2159,2200,-41
経済産業省,5,3,99,99,雑収入,諸収入,雑入,雑収,1290733,1874057,-583324
国土交通省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,1026,8506,-7480
国土交通省,4,1,01,50,政府資産整理収入,国有財産処分収入,国有財産売払収入,航空機売払代,322968,0,322968
国土交通省,4,2,01,12,政府資産整理収入,回収金等収入,特別会計整理収入,社会資本整備事業特別会計整理収入,57431678,66497510,-9065832
国土交通省,4,2,03,35,政府資産整理収入,回収金等収入,貸付金等回収金収入,都市開発資金貸付金償還金,3685622,4538874,-853252
国土交通省,4,2,03,39,政府資産整理収入,回収金等収入,貸付金等回収金収入,有料道路整備資金貸付金償還金,12696729,13190708,-493979
国土交通省,4,2,03,40,政府資産整理収入,回収金等収入,貸付金等回収金収入,連続立体交差事業資金貸付金償還金,18339,16673,1666
国土交通省,4,2,03,41,政府資産整理収入,回収金等収入,貸付金等回収金収入,埠頭整備等資金貸付金償還金,3722699,3389027,333672
国土交通省,4,2,03,42,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾開発資金貸付金償還金,140372,140372,0
国土交通省,4,2,03,43,政府資産整理収入,回収金等収入,貸付金等回収金収入,港湾物流高度化基盤施設整備資金貸付金償還金,12408,12408,0
国土交通省,4,2,03,46,政府資産整理収入,回収金等収入,貸付金等回収金収入,自動運行補助施設設置工事資金貸付金償還金,130,160,-30
国土交通省,4,2,03,45,政府資産整理収入,回収金等収入,貸付金等回収金収入,特定連絡道路工事資金貸付金償還金,0,1000,-1000
国土交通省,4,2,04,01,政府資産整理収入,回収金等収入,東日本大震災復興貸付金等回収金収入,埠頭災害復旧事業資金貸付金償還金,7392,7392,0
国土交通省,4,2,04,02,政府資産整理収入,回収金等収入,東日本大震災復興貸付金等回収金収入,空港機能施設災害復旧事業資金貸付金償還金,209066,209066,0
国土交通省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,213563,226418,-12855
国土交通省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,549303,553881,-4578
国土交通省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,1592703,1663605,-70902
国土交通省,5,1,01,04,雑収入,国有財産利用収入,国有財産貸付収入,機械貸付料,7823,6347,1476
国土交通省,5,1,01,06,雑収入,国有財産利用収入,国有財産貸付収入,港湾施設貸付料,920667,878556,42111
国土交通省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,188975,204209,-15234
国土交通省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,1815564,2049691,-234127
国土交通省,5,1,02,06,雑収入,国有財産利用収入,国有財産使用収入,電子情報処理組織使用料収入,331206,246621,84585
国土交通省,5,1,04,06,雑収入,国有財産利用収入,利子収入,都市開発資金貸付金利子収入,6880,5393,1487
国土交通省,5,2,11,01,雑収入,納付金,特定タンカー所有者納付金,特定タンカー所有者納付金,320000,98000,222000
国土交通省,5,2,03,20,雑収入,納付金,雑納付金,国立研究開発法人海上・港湾・航空技術研究所納付金,331650,0,331650
国土交通省,5,2,03,85,雑収入,納付金,雑納付金,独立行政法人鉄道建設・運輸施設整備支援機構納付金,177924,0,177924
国土交通省,5,2,03,86,雑収入,納付金,雑納付金,独立行政法人国際観光振興機構納付金,3877582,0,3877582
国土交通省,5,2,03,22,雑収入,納付金,雑納付金,国立研究開発法人土木研究所納付金,0,1203237,-1203237
国土交通省,5,2,03,23,雑収入,納付金,雑納付金,国立研究開発法人建築研究所納付金,0,183530,-183530
国土交通省,5,2,03,89,雑収入,納付金,雑納付金,独立行政法人日本高速道路保有・債務返済機構納付金,0,15678,-15678
国土交通省,5,2,03,45,雑収入,納付金,雑納付金,独立行政法人住宅金融支援機構納付金,0,17411251,-17411251
国土交通省,5,3,04,03,雑収入,諸収入,公共事業費負担金,海岸整備事業費負担金,4175787,9163201,-4987414
国土交通省,5,3,04,29,雑収入,諸収入,公共事業費負担金,河川等整備事業費負担金,132381918,177273861,-44891943
国土交通省,5,3,04,30,雑収入,諸収入,公共事業費負担金,多目的ダム建設等事業電気事業者等工事費負担金,25293507,25521446,-227939
国土交通省,5,3,04,27,雑収入,諸収入,公共事業費負担金,道路整備事業費負担金,293664000,351256000,-57592000
国土交通省,5,3,04,25,雑収入,諸収入,公共事業費負担金,港湾整備事業費負担金,59193564,83756186,-24562622
国土交通省,5,3,04,31,雑収入,諸収入,公共事業費負担金,エネルギー・鉄鋼港湾施設工事受益者工事費負担金,26500,364395,-337895
国土交通省,5,3,04,11,雑収入,諸収入,公共事業費負担金,国営公園整備事業費負担金,830723,1118852,-288129
国土交通省,5,3,04,07,雑収入,諸収入,公共事業費負担金,河川等災害復旧事業費負担金,6503576,22286044,-15782468
国土交通省,5,3,04,08,雑収入,諸収入,公共事業費負担金,河川等災害関連事業費負担金,3480694,25280955,-21800261
国土交通省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,1814112,1252422,561690
国土交通省,5,3,06,02,雑収入,諸収入,許可及手数料,許可料,6201130,5823392,377738
国土交通省,5,3,07,03,雑収入,諸収入,受託調査試験及役務収入,受託研究員費受入,431,738,-307
国土交通省,5,3,07,04,雑収入,諸収入,受託調査試験及役務収入,受託測量等収入,903,1073,-170
国土交通省,5,3,07,06,雑収入,諸収入,受託調査試験及役務収入,受託工事収入,83914049,85239444,-1325395
国土交通省,5,3,07,05,雑収入,諸収入,受託調査試験及役務収入,測量標移転改埋費受入,116,202,-86
国土交通省,5,3,08,03,雑収入,諸収入,懲罰及没収金,没収金,10900,12900,-2000
国土交通省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,523011,438269,84742
国土交通省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,20074080,28834783,-8760703
国土交通省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,2178249,1787132,391117
国土交通省,5,3,11,02,雑収入,諸収入,物品売払収入,刊行物売払代,2727,2500,227
国土交通省,5,3,25,01,雑収入,諸収入,附帯工事費負担金,附帯工事費負担金,15415000,14551000,864000
国土交通省,5,3,25,02,雑収入,諸収入,附帯工事費負担金,道路附属物等復旧費負担金,2173944,1908000,265944
国土交通省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,73062,42861,30201
国土交通省,5,3,99,04,雑収入,諸収入,雑入,延滞金,46215,47120,-905
国土交通省,5,3,99,99,雑収入,諸収入,雑入,雑収,11305871,11507288,-201417
環境省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,810209,810870,-661
環境省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,71696,71934,-238
環境省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,13732,14287,-555
環境省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,395862,598775,-202913
環境省,5,3,06,01,雑収入,諸収入,許可及手数料,手数料,33313,29951,3362
環境省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,997,396,601
環境省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,1672414,1272058,400356
環境省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,504,152,352
環境省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,4460,2645,1815
環境省,5,3,99,04,雑収入,諸収入,雑入,延滞金,1002,1741,-739
環境省,5,3,99,99,雑収入,諸収入,雑入,雑収,73593,58526,15067
防衛省,3,2,01,02,官業益金及官業収入,官業収入,病院収入,防衛省病院収入,14368168,15184188,-816020
防衛省,4,1,01,05,政府資産整理収入,国有財産処分収入,国有財産売払収入,船舶売払代,167486,0,167486
防衛省,4,2,03,12,政府資産整理収入,回収金等収入,貸付金等回収金収入,自衛隊衛生貸費学生等貸与金償還金,538670,474742,63928
防衛省,4,2,05,01,政府資産整理収入,回収金等収入,事故補償費返還金,在日合衆国軍事故補償費返還金,43422,47596,-4174
防衛省,5,1,01,01,雑収入,国有財産利用収入,国有財産貸付収入,土地及水面貸付料,1025215,1000199,25016
防衛省,5,1,01,02,雑収入,国有財産利用収入,国有財産貸付収入,建物及物件貸付料,1101369,1136946,-35577
防衛省,5,1,01,03,雑収入,国有財産利用収入,国有財産貸付収入,公務員宿舎貸付料,4405533,4552861,-147328
防衛省,5,1,02,01,雑収入,国有財産利用収入,国有財産使用収入,版権及特許権等収入,6243,6078,165
防衛省,5,1,02,03,雑収入,国有財産利用収入,国有財産使用収入,入場料等収入,31335,97480,-66145
防衛省,5,1,02,02,雑収入,国有財産利用収入,国有財産使用収入,寄宿料,139,124,15
防衛省,5,1,02,04,雑収入,国有財産利用収入,国有財産使用収入,飛行場及航空保安施設使用料収入,1435,1459,-24
防衛省,5,1,04,03,雑収入,国有財産利用収入,利子収入,延納利子収入,1657,2037,-380
防衛省,5,2,03,19,雑収入,納付金,雑納付金,独立行政法人駐留軍等労働者労務管理機構納付金,26854,35264,-8410
防衛省,5,3,05,01,雑収入,諸収入,授業料及入学検定料,授業料,4075,4301,-226
防衛省,5,3,07,01,雑収入,諸収入,受託調査試験及役務収入,受託調査及試験収入,32204,27661,4543
防衛省,5,3,09,01,雑収入,諸収入,弁償及返納金,弁償及違約金,4584377,4462215,122162
防衛省,5,3,09,02,雑収入,諸収入,弁償及返納金,返納金,21327025,22840928,-1513903
防衛省,5,3,11,04,雑収入,諸収入,物品売払収入,不用物品売払代,1557504,1426817,130687
防衛省,5,3,11,05,雑収入,諸収入,物品売払収入,返還物品売払代,97936,87896,10040
防衛省,5,3,11,06,雑収入,諸収入,物品売払収入,残飯売払代,73,160,-87
防衛省,5,3,99,01,雑収入,諸収入,雑入,労働保険料被保険者負担金,72605,41906,30699
防衛省,5,3,99,04,雑収入,諸収入,雑入,延滞金,10757,8583,2174
防衛省,5,3,99,07,雑収入,諸収入,雑入,給食費受入,2423829,2218980,204849
防衛省,5,3,99,99,雑収入,諸収入,雑入,雑収,477634,968685,-491051
